Started: 25-Oct-2015 15:32
1	1	4	1	107	6.265106e+00	4.760353e-01	1	6.749613e+00	
1	2	4	2	108	7.058844e+00	5.095767e-01	2	7.570431e+00	
1	3	4	1	109	7.876024e+00	5.332708e-01	1	8.410348e+00	
1	4	4	2	105	8.726752e+00	5.545679e-01	2	9.282444e+00	
1	5	4	1	110	9.594073e+00	5.989046e-01	1	1.019415e+01	
1	6	4	1	106	1.051162e+01	6.579767e-01	1	1.117075e+01	
1	7	4	1	111	1.147888e+01	7.945370e-01	1	1.227470e+01	
1	8	4	2	112	1.257985e+01	6.376583e-01	2	1.321859e+01	
2	1	2	1	21	2.522334e+01	6.842101e-01	1	2.590902e+01	
2	2	2	1	18	2.622414e+01	9.798030e-01	1	2.720508e+01	
2	3	2	1	23	2.752517e+01	7.989287e-01	1	2.832527e+01	
2	4	2	2	22	2.864260e+01	6.097743e-01	2	2.925351e+01	
2	5	2	1	17	2.955998e+01	8.283205e-01	1	3.038939e+01	
2	6	2	2	20	3.069432e+01	6.862417e-01	2	3.138166e+01	
2	7	2	1	19	3.169505e+01	6.855390e-01	2	3.238169e+01	
2	8	2	2	24	3.269599e+01	1.181337e+00	2	3.387826e+01	
3	1	1	1	4	4.770784e+01	4.993573e-01	1	4.820826e+01	
3	2	1	1	1	4.852505e+01	6.662825e-01	1	4.919245e+01	
3	3	1	2	3	4.950922e+01	6.260208e-01	2	5.013633e+01	
3	4	1	1	8	5.044328e+01	1.100463e+00	1	5.154486e+01	
3	5	1	2	6	5.186118e+01	1.610549e+00	2	5.347292e+01	
3	6	1	1	5	5.377935e+01	5.883428e-01	1	5.436881e+01	
3	7	1	1	7	5.468001e+01	7.122663e-01	1	5.539342e+01	
3	8	1	2	2	5.569750e+01	8.789837e-01	2	5.657754e+01	
4	1	3	1	119	6.558887e+01	1.823971e+00	1	6.728936e+01	
4	2	3	2	113	6.760694e+01	8.346339e-01	2	6.844300e+01	
4	3	3	1	115	6.875790e+01	5.877902e-01	1	6.934686e+01	
4	4	3	2	120	6.965858e+01	8.233272e-01	2	7.048314e+01	
4	5	3	1	116	7.079297e+01	4.972484e-01	1	7.129134e+01	
4	6	3	1	118	7.161030e+01	5.523867e-01	1	7.216382e+01	
4	7	3	2	114	7.247769e+01	5.326930e-01	2	7.301149e+01	
4	8	3	1	117	7.332826e+01	5.710747e-01	1	7.390016e+01	
5	1	4	1	56	8.468726e+01	6.692053e-01	1	8.535770e+01	
5	2	4	2	51	8.567154e+01	1.244958e+00	1	8.691773e+01	
5	3	4	1	52	8.722256e+01	7.664811e-01	1	8.799026e+01	
5	4	4	2	53	8.830681e+01	8.663856e-01	2	8.917434e+01	
5	5	4	1	50	8.949117e+01	9.387701e-01	1	9.043105e+01	
5	6	4	2	55	9.074209e+01	7.351621e-01	2	9.147834e+01	
5	7	4	1	49	9.179304e+01	1.228610e+00	1	9.302270e+01	
5	8	4	1	54	9.332757e+01	8.784318e-01	1	9.420688e+01	
6	1	2	1	38	1.022012e+02	6.701918e-01	1	1.028725e+02	
6	2	2	1	36	1.031853e+02	8.537706e-01	1	1.040402e+02	
6	3	2	1	37	1.043529e+02	7.024681e-01	1	1.050567e+02	
6	4	2	1	39	1.053704e+02	9.491257e-01	1	1.063206e+02	
6	5	2	2	40	1.066381e+02	1.113849e+00	2	1.077531e+02	
6	6	2	2	35	1.080726e+02	1.287468e+00	2	1.093613e+02	
6	7	2	1	34	1.096738e+02	1.214373e+00	1	1.108893e+02	
6	8	2	2	33	1.112086e+02	7.839426e-01	2	1.119937e+02	
7	1	1	1	104	1.212664e+02	7.355334e-01	1	1.220032e+02	
7	2	1	2	102	1.223174e+02	1.252939e+00	2	1.235715e+02	
7	3	1	1	97	1.238852e+02	1.188825e+00	1	1.250751e+02	
7	4	1	2	98	1.253863e+02	7.599868e-01	2	1.261475e+02	
7	5	1	1	101	1.264539e+02	1.196397e+00	1	1.276515e+02	
7	6	1	2	100	1.279551e+02	1.479700e+00	2	1.294366e+02	
7	7	1	1	103	1.297565e+02	8.623267e-01	1	1.306202e+02	
7	8	1	1	99	1.309241e+02	1.031398e+00	1	1.319564e+02	
8	1	3	1	72	1.390472e+02	4.767709e-01	1	1.395253e+02	
8	2	3	1	71	1.398313e+02	5.732933e-01	1	1.404057e+02	
8	3	3	1	67	1.407153e+02	6.333129e-01	1	1.413498e+02	
8	4	3	2	70	1.416660e+02	1.075067e+00	2	1.427423e+02	
8	5	3	1	68	1.430505e+02	9.307109e-01	1	1.439824e+02	
8	6	3	2	66	1.443015e+02	9.032751e-01	2	1.452061e+02	
8	7	3	1	69	1.455191e+02	9.099441e-01	1	1.464302e+02	
8	8	3	2	65	1.467369e+02	1.524763e+00	2	1.482627e+02	
9	1	1	1	43	1.565781e+02	1.907248e+00	1	1.582788e+02	
9	2	1	2	44	1.585962e+02	9.070679e-01	2	1.595044e+02	
9	3	1	1	41	1.598139e+02	6.897034e-01	1	1.605048e+02	
9	4	1	2	45	1.608147e+02	7.689367e-01	2	1.615848e+02	
9	5	1	1	42	1.618988e+02	5.328102e-01	1	1.624330e+02	
9	6	1	2	46	1.627496e+02	7.620206e-01	2	1.635130e+02	
9	7	1	1	47	1.638170e+02	9.193856e-01	1	1.647375e+02	
9	8	1	1	48	1.650512e+02	1.068976e+00	1	1.661212e+02	
10	1	3	1	80	1.753763e+02	9.933752e-01	1	1.763708e+02	
10	2	3	1	74	1.766773e+02	7.167926e-01	1	1.773952e+02	
10	3	3	2	76	1.777114e+02	9.307190e-01	2	1.786432e+02	
10	4	3	1	78	1.789624e+02	5.922330e-01	1	1.795557e+02	
10	5	3	2	77	1.798631e+02	6.749793e-01	2	1.805393e+02	
10	6	3	1	73	1.808474e+02	8.110469e-01	1	1.816596e+02	
10	7	3	1	75	1.819649e+02	6.215558e-01	1	1.825880e+02	
10	8	3	2	79	1.828989e+02	1.048496e+00	2	1.839485e+02	
11	1	4	1	88	1.934406e+02	7.714772e-01	1	1.942138e+02	
11	2	4	2	87	1.945248e+02	1.319879e+00	2	1.958460e+02	
